p_lat,p_lon,x_lat,x_lon
40.8611686,-73.9323065,40.8611955,-73.9321143
40.8611686,-73.9323065,40.8621061,-73.9331096
40.8611686,-73.9323065,40.8611955,-73.9321143
40.8611686,-73.9323065,40.8608783,-73.9329592
40.8611113,-73.9311192,40.8611955,-73.9321143
40.8612979,-73.9310669,40.8612979,-73.9310669
40.8612979,-73.9310669,40.8611113,-73.9311192
40.8622188,-73.9296889,40.8593027,-73.9313326
40.860657,-73.9273,40.860242,-73.92842
40.860657,-73.9273,40.8593027,-73.9313326
40.860657,-73.9273,40.8623334,-73.9294436
40.860657,-73.9273,40.8615472,-73.924733
40.860242,-73.92842,40.8622188,-73.9296889
40.860242,-73.92842,40.8591806,-73.9311471
40.8593942,-73.9307617,40.8593027,-73.9313326
40.8593942,-73.9307617,40.860242,-73.92842
40.8591806,-73.9311471,40.8593942,-73.9307617
40.8591806,-73.9311471,40.8593027,-73.9313326
40.8591806,-73.9311471,40.8593027,-73.9313326
40.8593027,-73.9313326,40.8593027,-73.9313326
40.8608316,-73.9326454,40.8621061,-73.9331096
40.8608695,-73.9327122,40.8621061,-73.9331096
40.8608638908,-73.93270231359999,40.8608695,-73.9327122
40.8608638908,-73.93270231359999,40.8608316,-73.9326454
40.8608783,-73.9329592,40.8621061,-73.9331096
40.8608783,-73.9329592,40.8614109,-73.9335728
40.8608783,-73.9329592,40.8621061,-73.9331096
40.8608783,-73.9329592,40.8608695,-73.9327122
40.86049,-73.9340754,40.8598348,-73.9339038
40.8600742,-73.9348184,40.86049,-73.9340754
40.8598348,-73.9339038,40.8594684,-73.9340839
40.8598348,-73.9339038,40.8593469,-73.9339834
40.8598348,-73.9339038,40.8608783,-73.9329592
40.8595401,-73.9336557,40.8593469,-73.9339834
40.8595401,-73.9336557,40.8594684,-73.9340839
40.8595401,-73.9336557,40.8632443,-73.9326239
40.8590602,-73.934271,40.8593093,-73.9342432
40.8590602,-73.934271,40.857109,-73.935602
40.8592652,-73.9340812,40.8593469,-73.9339834
40.8592652,-73.9340812,40.8590602,-73.934271
40.8592652,-73.9340812,40.8593093,-73.9342432
40.8594684,-73.9340839,40.8593093,-73.9342432
40.8594684,-73.9340839,40.8593469,-73.9339834
40.8614109,-73.9335728,40.8621061,-73.9331096
40.8614109,-73.9335728,40.8598348,-73.9339038
40.8614109,-73.9335728,40.86049,-73.9340754
40.8620997,-73.9337294,40.86049,-73.9340754
40.8620997,-73.9337294,40.8624217,-73.9333641
40.8620997,-73.9337294,40.8621061,-73.9331096
40.8624217,-73.9333641,40.86049,-73.9340754
40.8624217,-73.9333641,40.8621061,-73.9331096
40.8629948,-73.9332945,40.866448,-73.9321728
40.8629948,-73.9332945,40.8635192,-73.9318018
40.8641462,-73.9328424,40.8650111,-73.9307263
40.8641462,-73.9328424,40.8629948,-73.9332945
40.8641462,-73.9328424,40.8650253,-73.9320966
40.8641462,-73.9328424,40.86575,-73.9311601
40.8639056,-73.9314679,40.8653671,-73.9322431
40.8639056,-73.9314679,40.8632443,-73.9326239
40.8639056,-73.9314679,40.8646389,-73.9309931
40.8646389,-73.9309931,40.8632443,-73.9326239
40.8646389,-73.9309931,40.8656314,-73.9312669
40.8650111,-73.9307263,40.86575,-73.9311601
40.8650111,-73.9307263,40.8612979,-73.9310669
40.8649046254,-73.9279935838,40.8650857,-73.9281099
40.8649046254,-73.9279935838,40.863238,-73.926923
40.86480300190001,-73.9279283043,40.8650857,-73.9281099
40.86480300190001,-73.9279283043,40.863238,-73.926923
40.8645253,-73.9290947,40.8655306,-73.9272714
40.8656391,-73.9284202,40.866438,-73.9304693
40.8656391,-73.9284202,40.8655306,-73.9272714
40.8656391,-73.9284202,40.8655306,-73.9272714
40.8656391,-73.9284202,40.8662,-73.928057
40.8650857,-73.9281099,40.8655306,-73.9272714
40.8650857,-73.9281099,40.861332,-73.92548
40.8652598,-73.9277837,40.8655306,-73.9272714
40.8652598,-73.9277837,40.8655306,-73.9272714
40.8656338,-73.9273291,40.8662,-73.928057
40.865982975600005,-73.9278099,40.8662,-73.928057
40.865982975600005,-73.9278099,40.8658926,-73.927707
40.8659860496,-73.92781339999999,40.8658926,-73.927707
40.8659860496,-73.92781339999999,40.8662,-73.928057
40.8658926,-73.927707,40.8662,-73.928057
40.8658926,-73.927707,40.8656391,-73.9284202
40.865778986799995,-73.9275411019,40.8658926,-73.927707
40.865778986799995,-73.9275411019,40.8656338,-73.9273291
40.8657932208,-73.9275618864,40.8658926,-73.927707
40.8657932208,-73.9275618864,40.8656338,-73.9273291
40.8662,-73.928057,40.8655306,-73.9272714
40.8663724,-73.9282681,40.8662,-73.928057
40.8663724,-73.9282681,40.8656391,-73.9284202
40.8660591,-73.9300109,40.866438,-73.9304693
40.8662970492,-73.9302987752,40.866438,-73.9304693
40.8662970492,-73.9302987752,40.8660591,-73.9300109
40.8650651,-73.9309729,40.8650812,-73.9311054
40.8650651,-73.9309729,40.8656314,-73.9312669
40.8650651,-73.9309729,40.8646389,-73.9309931
40.8650651,-73.9309729,40.8646389,-73.9309931
40.8650651,-73.9309729,40.8656314,-73.9312669
40.8650651,-73.9309729,40.8650812,-73.9311054
40.8656314,-73.9312669,40.8653671,-73.9322431
40.8656314,-73.9312669,40.8653671,-73.9322431
40.8650253,-73.9320966,40.8651633,-73.9320114
40.8650253,-73.9320966,40.8650253,-73.9320966
40.8650253,-73.9320966,40.8651597,-73.9321498
40.8650253,-73.9320966,40.8651597,-73.9321498
40.8650253,-73.9320966,40.8651633,-73.9320114
40.8651633,-73.9320114,40.8651633,-73.9320114
40.8651597,-73.9321498,40.8651633,-73.9320114
40.8651597,-73.9321498,40.8651633,-73.9320114
40.8653671,-73.9322431,40.8632443,-73.9326239
40.86575,-73.9311601,40.8656314,-73.9312669
40.86575,-73.9311601,40.8661394,-73.9318063
40.8661394,-73.9318063,40.8656391,-73.9284202
40.8661394,-73.9318063,40.866438,-73.9304693
40.866448,-73.9321728,40.866438,-73.9304693
40.8668641,-73.9309781,40.866448,-73.9321728
40.8668062,-73.9309132,40.8663173,-73.9327916
40.8668062,-73.9309132,40.8668641,-73.9309781
40.8668062,-73.9309132,40.866438,-73.9304693
40.866438,-73.9304693,40.8678058,-73.9300052
40.866438,-73.9304693,40.866743,-73.928722
40.866743,-73.928722,40.8662,-73.928057
40.866743,-73.928722,40.8678058,-73.9300052
40.866743,-73.928722,40.8656391,-73.9284202
40.8666015,-73.9285487,40.8662,-73.928057
40.8678058,-73.9300052,40.8668641,-73.9309781
40.8687924,-73.9311553,40.8678058,-73.9300052
40.8688397,-73.9316097,40.8687924,-73.9311553
40.8688397,-73.9316097,40.8690931,-73.9315115
40.868849,-73.9312243,40.8690931,-73.9315115
40.868849,-73.9312243,40.8687924,-73.9311553
40.8477216,-73.9436022,40.8463062,-73.9435078
40.8493543,-73.9436529,40.8491109,-73.9430192
40.8493543,-73.9436529,40.8464042,-73.9450845
40.8506895,-73.9435688,40.8499103,-73.9431426
40.8506895,-73.9435688,40.8493543,-73.9436529
40.8506895,-73.9435688,40.8481696,-73.9453059
40.8500714,-73.944232,40.8494869,-73.9413683
40.8500714,-73.944232,40.849732,-73.9421511
40.8499374,-73.9440035,40.8494445,-73.9420779
40.8499148,-73.9440021,40.8488554,-73.9413942
40.8505149,-73.941029,40.8492397,-73.9395493
40.8510242,-73.9414406,40.8513207,-73.9412279
40.8510242,-73.9414406,40.8505149,-73.941029
40.8510242,-73.9414406,40.851404,-73.9412201
40.8510242,-73.9414406,40.8505149,-73.941029
40.8523733,-73.9412811,40.8540612,-73.9403638
40.8523733,-73.9412811,40.8518137,-73.9418352
40.8517114,-73.9419631,40.8518137,-73.9418352
40.8517114,-73.9419631,40.8491109,-73.9430192
40.8517114,-73.9419631,40.8513207,-73.9412279
40.851404,-73.9412201,40.8513418,-73.9402247
40.851404,-73.9412201,40.8505149,-73.941029
40.851404,-73.9412201,40.8513207,-73.9412279
40.851404,-73.9412201,40.8518137,-73.9418352
40.8514216,-73.940132,40.8593093,-73.9342432
40.8513418,-73.9402247,40.8503746,-73.940603
40.8512946,-73.9396533,40.8513418,-73.9402247
40.8523449,-73.9387583,40.8554029,-73.9378027
40.8523449,-73.9387583,40.8523449,-73.9387583
40.8523449,-73.9387583,40.8554029,-73.9378027
40.8523449,-73.9387583,40.852128,-73.937819
40.850909,-73.938284,40.8499781,-73.9386594
40.8507917066,-73.9383313004,40.8499781,-73.9386594
40.8507917066,-73.9383313004,40.850909,-73.938284
40.8507665723,-73.9383414362,40.850909,-73.938284
40.8507665723,-73.9383414362,40.8499781,-73.9386594
40.851179,-73.939236,40.8496627,-73.9406608
40.851179,-73.939236,40.8493123,-73.9389502
40.851179,-73.939236,40.8523449,-73.9387583
40.851179,-73.939236,40.8513418,-73.9402247
40.851179,-73.939236,40.850909,-73.938284
40.8512397,-73.9394456,40.8513418,-73.9402247
40.851260013,-73.93952244900001,40.8512946,-73.9396533
40.851260013,-73.93952244900001,40.8512397,-73.9394456
40.851259793400004,-73.9395216182,40.8512397,-73.9394456
40.851259793400004,-73.9395216182,40.8512946,-73.9396533
40.85128038090001,-73.9395995057,40.8512397,-73.9394456
40.85128038090001,-73.9395995057,40.8512946,-73.9396533
40.8512381,-73.9403026,40.8503746,-73.940603
40.8512720099,-73.9402771267,40.8513418,-73.9402247
40.8512720099,-73.9402771267,40.8512381,-73.9403026
40.8503746,-73.940603,40.8499781,-73.9386594
40.8493123,-73.9389502,40.8496,-73.9414976
40.8493123,-73.9389502,40.8499781,-73.9386594
40.8493123,-73.9389502,40.8489682,-73.9370276
40.8493123,-73.9389502,40.8486855,-73.9391904
40.8486855,-73.9391904,40.847838,-73.939524
40.8486855,-73.9391904,40.8483904,-73.9376885
40.8496627,-73.9406608,40.8503746,-73.940603
40.8496627,-73.9406608,40.8493123,-73.9389502
40.8495902,-73.9413388,40.8494869,-73.9413683
40.8495902,-73.9413388,40.8500952,-73.9442378
40.8495902,-73.9413388,40.8492397,-73.9395493
40.8493995,-73.9414056,40.8494869,-73.9413683
40.8493995,-73.9414056,40.8499374,-73.9440035
40.8492913,-73.9414357,40.8493995,-73.9414056
40.8492913,-73.9414357,40.8499148,-73.9440021
40.8492913,-73.9414357,40.848994,-73.9399675
40.8493491,-73.9416174,40.8486855,-73.9391904
40.8493491,-73.9416174,40.8494445,-73.9420779
40.849732,-73.9421511,40.8496,-73.9414976
40.8499103,-73.9431426,40.8477216,-73.9436022
40.8499103,-73.9431426,40.8467532,-73.9443925
40.8491109,-73.9430192,40.8487315,-73.9430547
40.8491109,-73.9430192,40.8487315,-73.9430547
40.8491025,-73.9429976,40.8491109,-73.9430192
40.8491025,-73.9429976,40.8483226,-73.9420228
40.8487315,-73.9430547,40.8477216,-73.9436022
40.8492214,-73.9419028,40.8464651,-73.9431426
40.8492214,-73.9419028,40.848994,-73.9399675
40.8492214,-73.9419028,40.8490251,-73.9411301
40.8489594,-73.9411505,40.848223,-73.9414149
40.8489594,-73.9411505,40.8490251,-73.9411301
40.8490251,-73.9411301,40.8486855,-73.9391904
40.8488554,-73.9413942,40.8490251,-73.9411301
40.848223,-73.9414149,40.847838,-73.939524
40.8483226,-73.9420228,40.844601,-73.942459
40.8483226,-73.9420228,40.848223,-73.9414149
40.8483115,-73.9426705,40.8483226,-73.9420228
40.8483115,-73.9426705,40.8488554,-73.9413942
40.8483115,-73.9426705,40.8461439,-73.9432846
40.847387,-73.940691,40.8486855,-73.9391904
40.847387,-73.940691,40.8490251,-73.9411301
40.847387,-73.940691,40.844601,-73.942459
40.847387,-73.940691,40.8483226,-73.9420228
40.847838,-73.939524,40.845369,-73.940518
40.847558,-73.938036,40.847838,-73.939524
40.84762632,-73.938399072,40.847558,-73.938036
40.84762632,-73.938399072,40.847838,-73.939524
40.84768344,-73.938702624,40.847838,-73.939524
40.84768344,-73.938702624,40.847558,-73.938036
40.847711,-73.937975,40.847558,-73.938036
40.8476962,-73.9355377,40.8478054,-73.9354564
40.8476962,-73.9355377,40.847239,-73.934453
40.8476962,-73.9355377,40.848994,-73.9399675
40.8478054,-73.9354564,40.8473511,-73.9343717
40.847872,-73.936403,40.8453,-73.938262
40.847872,-73.936403,40.8483904,-73.9376885
40.847872,-73.936403,40.8461493,-73.9323138
40.8479102,-73.9353784,40.8474618,-73.9342914
40.8479102,-73.9353784,40.8478054,-73.9354564
40.848033,-73.935287,40.8492397,-73.9395493
40.848033,-73.935287,40.8479102,-73.9353784
40.848033,-73.935287,40.8476962,-73.9355377
40.848033,-73.935287,40.8475804,-73.9342054
40.84852,-73.935929,40.847872,-73.936403
40.84852,-73.935929,40.8467983,-73.9318397
40.84852,-73.935929,40.84984,-73.934966
40.84852,-73.935929,40.8489682,-73.9370276
40.8483904,-73.9376885,40.847711,-73.937975
40.8489682,-73.9370276,40.8483904,-73.9376885
40.849541,-73.936397,40.8501764,-73.9357231
40.849541,-73.936397,40.8481397,-73.9308625
40.849668368,-73.936249952,40.8500717,-73.9357843
40.849668368,-73.936249952,40.849541,-73.936397
40.848626,-73.934239,40.8481397,-73.9308625
40.848626,-73.934239,40.8499781,-73.9386594
40.848626,-73.934239,40.8467983,-73.9318397
40.84984,-73.934966,40.8501764,-73.9357231
40.84984,-73.934966,40.849321,-73.933731
40.849321,-73.933731,40.848626,-73.934239
40.849895,-73.93331,40.849321,-73.933731
40.8475804,-73.9342054,40.847239,-73.934453
40.8475804,-73.9342054,40.8474618,-73.9342914
40.8474618,-73.9342914,40.8473511,-73.9343717
40.8473511,-73.9343717,40.847239,-73.934453
40.8473176,-73.9339432,40.8472006,-73.9336599
40.8473176,-73.9339432,40.8474395,-73.933853
40.8473176,-73.9339432,40.8474618,-73.9342914
40.8472074,-73.9340287,40.8470967,-73.9341127
40.8472074,-73.9340287,40.8473176,-73.9339432
40.8472074,-73.9340287,40.8473511,-73.9343717
40.8473165,-73.9335421,40.8474395,-73.933853
40.8473165,-73.9335421,40.8474395,-73.933853
40.8473165,-73.9335421,40.8472217,-73.9333025
40.8472006,-73.9336599,40.8473165,-73.9335421
40.8472006,-73.9336599,40.8470918,-73.9333883
40.8472217,-73.9333025,40.8467477,-73.9323412
40.8472217,-73.9333025,40.8460094,-73.9304083
40.8474395,-73.933853,40.8475804,-73.9342054
40.8481397,-73.9308625,40.8467983,-73.9318397
40.8481397,-73.9308625,40.8481397,-73.9308625
40.8484776,-73.9306128,40.8481397,-73.9308625
40.8484776,-73.9306128,40.8493104,-73.9300043
40.8472175,-73.9299558,40.8481397,-73.9308625
40.8472175,-73.9299558,40.8474859,-73.9295472
40.8472175,-73.9299558,40.8474548,-73.9290337
40.8474859,-73.9295472,40.8481397,-73.9308625
40.8474859,-73.9295472,40.8475695,-73.9294839
40.8475695,-73.9294839,40.8481397,-73.9308625
40.8477126,-73.9293483,40.8477126,-73.9293483
40.8474548,-73.9290337,40.8477126,-73.9293483
40.8473331,-73.9287976,40.8474548,-73.9290337
40.8494391,-73.9284919,40.8477126,-73.9293483
40.849541,-73.9287269,40.8484776,-73.9306128
40.849541,-73.9287269,40.850694,-73.927477
40.849541,-73.9287269,40.8494391,-73.9284919
40.849541,-73.9287269,40.850694,-73.927477
40.849541,-73.9287269,40.8484776,-73.9306128
40.8498909,-73.9295801,40.8484776,-73.9306128
40.8498909,-73.9295801,40.8493104,-73.9300043
40.848735,-73.932337,40.8481397,-73.9308625
40.848735,-73.932337,40.849321,-73.933731
40.849309,-73.931917,40.8493104,-73.9300043
40.849309,-73.931917,40.8484776,-73.9306128
40.849309,-73.931917,40.848735,-73.932337
40.849309,-73.931917,40.849895,-73.93331
40.851109,-73.930602,40.852213,-73.933226
40.851109,-73.930602,40.8511764,-73.9286408
40.851109,-73.930602,40.8498909,-73.9295801
40.850509,-73.931043,40.851109,-73.930602
40.850509,-73.931043,40.851615,-73.933667
40.850509,-73.931043,40.849309,-73.931917
40.850509,-73.931043,40.851487,-73.929377
40.8504176,-73.9308268,40.850509,-73.931043
40.8504176,-73.9308268,40.8498909,-73.9295801
40.8504176,-73.9308268,40.8498909,-73.9295801
40.8504176,-73.9308268,40.850509,-73.931043
40.850694,-73.927477,40.8511764,-73.9286408
40.850694,-73.927477,40.851432,-73.92708
40.850694,-73.927477,40.8511764,-73.9286408
40.8511764,-73.9286408,40.8518592,-73.9281419
40.8511764,-73.9286408,40.8498909,-73.9295801
40.8511764,-73.9286408,40.8518592,-73.9281419
40.851487,-73.929377,40.852213,-73.933226
40.851487,-73.929377,40.8511764,-73.9286408
40.851432,-73.92708,40.8537128,-73.9267875
40.851432,-73.92708,40.8494391,-73.9284919
40.8518592,-73.9281419,40.851432,-73.92708
40.852484,-73.9276854,40.8518592,-73.9281419
40.852484,-73.9276854,40.851432,-73.92708
40.8522953,-73.9291707,40.8541572,-73.9337034
40.8522953,-73.9291707,40.8522953,-73.9291707
40.8522953,-73.9291707,40.8518592,-73.9281419
40.8522953,-73.9291707,40.851487,-73.929377
40.8522953,-73.9291707,40.8518592,-73.9281419
40.8517693,-73.9319414,40.854908,-73.929644
40.852213,-73.933226,40.852058,-73.934776
40.852213,-73.933226,40.8541572,-73.9337034
40.852213,-73.933226,40.851615,-73.933667
40.852058,-73.934776,40.8501764,-73.9357231
40.851615,-73.933667,40.850417,-73.934544
40.851615,-73.933667,40.852058,-73.934776
40.8505603,-73.9329913,40.8655306,-73.9272714
40.850417,-73.934544,40.852058,-73.934776
40.850417,-73.934544,40.84984,-73.934966
40.850417,-73.934544,40.849895,-73.93331
40.850417,-73.934544,40.8501764,-73.9357231
40.8500717,-73.9357843,40.8501764,-73.9357231
40.8501764,-73.9357231,40.8489682,-73.9370276
40.8501764,-73.9357231,40.850909,-73.938284
40.850409654,-73.9365285446,40.850448,-73.936661
40.850409654,-73.9365285446,40.850282,-73.9360876
40.850282,-73.9360876,40.850909,-73.938284
40.850282,-73.9360876,40.8501764,-73.9357231
40.850448,-73.936661,40.8593027,-73.9313326
40.850448,-73.936661,40.850909,-73.938284
40.850526603,-73.93694189600001,40.850448,-73.936661
40.850526603,-73.93694189600001,40.850645,-73.937365
40.850645,-73.937365,40.852128,-73.937819
40.850645,-73.937365,40.850909,-73.938284
40.852128,-73.937819,40.850909,-73.938284
40.852128,-73.937819,40.850909,-73.938284
40.852128,-73.937819,40.8501764,-73.9357231
40.8529511,-73.9378167,40.85338,-73.937435
40.8529511,-73.9378167,40.8527179,-73.9384278
40.8529511,-73.9378167,40.8527179,-73.9384278
40.8529511,-73.9378167,40.8527179,-73.9384278
40.8529511,-73.9378167,40.852128,-73.937819
40.85338,-73.937435,40.8554029,-73.9378027
40.85338,-73.937435,40.8523449,-73.9387583
40.85338,-73.937435,40.852128,-73.937819
40.8541397,-73.9335685,40.8541572,-73.9337034
40.8541572,-73.9337034,40.852058,-73.934776
40.855335,-73.933312,40.850909,-73.938284
40.855335,-73.933312,40.8655306,-73.9272714
40.8549175,-73.9360462,40.855125,-73.9369033
40.8549175,-73.9360462,40.8541572,-73.9337034
40.8549175,-73.9360462,40.852058,-73.934776
40.8549175,-73.9360462,40.857109,-73.935602
40.8551392,-73.9370105,40.855125,-73.9369033
40.855125,-73.9369033,40.85338,-73.937435
40.8552453,-73.9368581,40.857109,-73.935602
40.85527279360001,-73.9373914064,40.8551392,-73.9370105
40.85527279360001,-73.9373914064,40.8553664,-73.9376583
40.8553664,-73.9376583,40.855125,-73.9369033
40.8554029,-73.9378027,40.855125,-73.9369033
40.857109,-73.935602,40.8593093,-73.9342432
40.857109,-73.935602,40.855125,-73.9369033
40.8558609,-73.9330639,40.8655306,-73.9272714
40.8558609,-73.9330639,40.855755,-73.931655
40.8556142529,-73.9331802589,40.855335,-73.933312
40.8556142529,-73.9331802589,40.8558609,-73.9330639
40.855755,-73.931655,40.854908,-73.929644
40.855755,-73.931655,40.855157,-73.932092
40.855755,-73.931655,40.8571635,-73.9282354
40.8571635,-73.9282354,40.8568009,-73.928266
40.8568009,-73.928266,40.8568009,-73.928266
40.8568009,-73.928266,40.856606,-73.928411
40.856606,-73.928411,40.856182,-73.928716
40.856182,-73.928716,40.8568009,-73.928266
40.854908,-73.929644,40.856182,-73.928716
40.8537421,-73.9306784,40.852484,-73.9276854
40.8537128,-73.9267875,40.854908,-73.929644
40.8537128,-73.9267875,40.852484,-73.9276854
40.8556807,-73.9223247,40.8556807,-73.9223247
40.8556807,-73.9223247,40.8556807,-73.9223247
40.8463715,-73.9294669,40.8462132,-73.9292785
40.8463715,-73.9294669,40.8474548,-73.9290337
40.8462132,-73.9292785,40.8473331,-73.9287976
40.8457535,-73.9298862,40.8458193,-73.9303843
40.8457535,-73.9298862,40.8458704,-73.9303832
40.845189,-73.9306573,40.8461893,-73.9318348
40.8452058,-73.9304899,40.8463555,-73.9313867
40.8456737,-73.9314564,40.8481397,-73.9308625
40.8456737,-73.9314564,40.8461893,-73.9318348
40.8456737,-73.9314564,40.8442431,-73.9337066
40.8456737,-73.9314564,40.8474859,-73.9295472
40.8461493,-73.9323138,40.8442431,-73.9337066
40.8464737,-73.9320768,40.8467983,-73.9318397
40.8464737,-73.9320768,40.8461493,-73.9323138
40.8461893,-73.9318348,40.8464815,-73.9325129
40.8462459,-73.9315369,40.8464737,-73.9320768
40.8462459,-73.9315369,40.845189,-73.9306573
40.8462459,-73.9315369,40.8452058,-73.9304899
40.8463555,-73.9313867,40.8481397,-73.9308625
40.8463555,-73.9313867,40.8475695,-73.9294839
40.8458193,-73.9303843,40.8443324,-73.925758
40.8458704,-73.9303832,40.8458193,-73.9303843
40.8458704,-73.9303832,40.8459906,-73.9303338
40.8458704,-73.9303832,40.8469425,-73.9334055
40.8459906,-73.9303338,40.84517,-73.9252259
40.8459906,-73.9303338,40.8460094,-73.9304083
40.8459906,-73.9303338,40.8453972,-73.9278094
40.8467477,-73.9323412,40.8463555,-73.9313867
40.8470918,-73.9333883,40.8460094,-73.9304083
40.8470918,-73.9333883,40.8467477,-73.9323412
40.8470783,-73.9337198,40.8472074,-73.9340287
40.8470783,-73.9337198,40.8472006,-73.9336599
40.8470783,-73.9337198,40.8469664,-73.933802
40.8470783,-73.9337198,40.8469425,-73.9334055
40.8469664,-73.933802,40.8468386,-73.9335085
40.8468386,-73.9335085,40.8464815,-73.9325129
40.8468386,-73.9335085,40.8458193,-73.9303843
40.8469425,-73.9334055,40.8464815,-73.9325129
40.8470967,-73.9341127,40.8469664,-73.933802
40.8470967,-73.9341127,40.847239,-73.934453
40.8470967,-73.9341127,40.8469664,-73.933802
40.8460561,-73.9361139,40.848626,-73.934239
40.845434,-73.93657,40.848626,-73.934239
40.845434,-73.93657,40.845369,-73.940518
40.845782375999995,-73.936314584,40.8460561,-73.9361139
40.845782375999995,-73.936314584,40.845434,-73.93657
40.844846,-73.935181,40.845369,-73.940518
40.844846,-73.935181,40.8568009,-73.928266
40.845134472,-73.93496914,40.844846,-73.935181
40.845134472,-73.93496914,40.84552,-73.934686
40.84552,-73.934686,40.8461493,-73.9323138
40.84552,-73.934686,40.8568009,-73.928266
40.8435645,-73.9342023,40.8429382,-73.9346816
40.8435645,-73.9342023,40.8442431,-73.9337066
40.8417005,-73.9355668,40.8429382,-73.9346816
40.8417005,-73.9355668,40.8429055,-73.9384302
40.8417005,-73.9355668,40.8417005,-73.9355668
40.8417005,-73.9355668,40.8429382,-73.9346816
40.8419727,-73.9323972,40.8424126,-73.9319012
40.842446,-73.931688,40.8424126,-73.9319012
40.842446,-73.931688,40.8424433,-73.9316531
40.842446,-73.931688,40.8424433,-73.9316531
40.842446,-73.931688,40.8424126,-73.9319012
40.8424126,-73.9319012,40.8424433,-73.9316531
40.8408038,-73.9354605,40.8417005,-73.9355668
40.8408038,-73.9354605,40.8404788,-73.9353125
40.8408038,-73.9354605,40.839864,-73.9369058
40.8408038,-73.9354605,40.842261,-73.9388329
40.8404788,-73.9353125,40.8381008,-73.9362325
40.8404788,-73.9353125,40.8381008,-73.9362325
40.839864,-73.9369058,40.8417005,-73.9355668
40.839864,-73.9369058,40.8378835,-73.9383539
40.839864,-73.9369058,40.8404788,-73.9353125
40.839864,-73.9369058,40.8378835,-73.9383539
40.839864,-73.9369058,40.8381008,-73.9362325
40.839864,-73.9369058,40.839864,-73.9369058
40.838854,-73.9333342,40.8375512,-73.9340691
40.8382331,-73.9334951,40.8386754,-73.9332591
40.8381008,-73.9362325,40.8378835,-73.9383539
40.8379545,-73.935812,40.8404788,-73.9353125
40.8379545,-73.935812,40.8381008,-73.9362325
40.8372955,-73.9355156,40.8373645,-73.9355397
40.8372955,-73.9355156,40.8373645,-73.9355397
40.8372955,-73.9355156,40.8373645,-73.9355397
40.8373645,-73.9355397,40.8379545,-73.935812
40.8372062,-73.9355263,40.8372955,-73.9355156
40.8372062,-73.9355263,40.8372955,-73.9355156
40.8372062,-73.9355263,40.8372955,-73.9355156
40.8371636,-73.9355397,40.8372062,-73.9355263
40.8371636,-73.9355397,40.8372062,-73.9355263
40.8371636,-73.9355397,40.8372062,-73.9355263
40.8371038,-73.9355288,40.8372062,-73.9355263
40.8371038,-73.9355288,40.837119,-73.9355907
40.8371038,-73.9355288,40.8373645,-73.9355397
40.8371038,-73.9355288,40.837119,-73.9355907
40.8371038,-73.9355288,40.8373645,-73.9355397
40.837119,-73.9355907,40.8371636,-73.9355397
40.837119,-73.9355907,40.8371636,-73.9355397
40.837119,-73.9355907,40.8371636,-73.9355397
40.8370257,-73.936492,40.837193,-73.936691
40.8370257,-73.936492,40.8379545,-73.935812
40.8370257,-73.936492,40.837193,-73.936691
40.837193,-73.936691,40.8381008,-73.9362325
40.8363293,-73.9349789,40.8341669,-73.9370217
40.8363293,-73.9349789,40.8349981,-73.9354595
40.8363293,-73.9349789,40.8375512,-73.9340691
40.8276017,-73.9351625,40.8280397,-73.9345631
40.8276017,-73.9351625,40.8266329,-73.9352439
40.8259541,-73.935773,40.8266329,-73.9352439
40.8259541,-73.935773,40.8260058,-73.935896
40.8260058,-73.935896,40.8282853,-73.9351997
40.8260058,-73.935896,40.8257799,-73.9361928
40.8260058,-73.935896,40.826763,-73.937575
40.8253955,-73.9362289,40.8259541,-73.935773
40.8253955,-73.9362289,40.826334,-73.938459
40.8253955,-73.9362289,40.8260058,-73.935896
40.8257799,-73.9361928,40.8267379,-73.9355103
40.8257799,-73.9361928,40.8248549,-73.9368589
40.8272128,-73.9366579,40.826763,-73.937575
40.8272128,-73.9366579,40.8275701,-73.9358977
40.8266329,-73.9352439,40.8267379,-73.9355103
40.8267379,-73.9355103,40.8279984,-73.9349729
40.8267379,-73.9355103,40.8272128,-73.9366579
40.8275701,-73.9358977,40.8279984,-73.9349729
40.8275701,-73.9358977,40.8267379,-73.9355103
40.8275701,-73.9358977,40.8279984,-73.9349729
40.8291536,-73.9372824,40.826626,-73.939149
40.8291536,-73.9372824,40.8304941,-73.9362913
40.8291536,-73.9372824,40.8282853,-73.9351997
40.8280397,-73.9345631,40.8282791,-73.9314317
40.8280367,-73.9348468,40.8279984,-73.9349729
40.8280367,-73.9348468,40.8276017,-73.9351625
40.8280367,-73.9348468,40.8280397,-73.9345631
40.8280367,-73.9348468,40.8281813,-73.9349406
40.8281813,-73.9349406,40.8280397,-73.9345631
40.8281813,-73.9349406,40.8282617,-73.9351294
40.8282617,-73.9351294,40.8279984,-73.9349729
40.8282853,-73.9351997,40.8295922,-73.9352284
40.8305786,-73.9356856,40.8295922,-73.9352284
40.8305786,-73.9356856,40.8304941,-73.9362913
40.8305786,-73.9356856,40.8312125,-73.9356973
40.8305786,-73.9356856,40.8304941,-73.9362913
40.8305786,-73.9356856,40.8317656,-73.935488
40.8312125,-73.9356973,40.8304941,-73.9362913
40.8312125,-73.9356973,40.8317219,-73.9353646
40.8312125,-73.9356973,40.8304941,-73.9362913
