p_lat,p_lon,x_lat,x_lon
40.7857321,-73.9764355,40.7849758,-73.9826602
40.7857938988,-73.97639040039999,40.7857321,-73.9764355
40.7857938988,-73.97639040039999,40.7863627,-73.9759753
40.7859830788,-73.9762523404,40.7863627,-73.9759753
40.7859830788,-73.9762523404,40.7857321,-73.9764355
40.786227751599995,-73.9760737828,40.7863627,-73.9759753
40.786227751599995,-73.9760737828,40.7857321,-73.9764355
40.7863627,-73.9759753,40.7851655,-73.9731396
40.7863627,-73.9759753,40.7940493,-73.970364
40.7854164,-73.9729566,40.7864873,-73.9721756
40.7854164,-73.9729566,40.7851655,-73.9731396
40.785479239800004,-73.9729107702,40.7854164,-73.9729566
40.785479239800004,-73.9729107702,40.7858043,-73.9726737
40.785598325100004,-73.97282391990001,40.7858043,-73.9726737
40.785598325100004,-73.97282391990001,40.7854164,-73.9729566
40.7858043,-73.9726737,40.7846108,-73.9698592
40.7858043,-73.9726737,40.7851655,-73.9731396
40.7857694,-73.9725914,40.7742266,-73.9811168
40.7857694,-73.9725914,40.7858043,-73.9726737
40.785932704000004,-73.9725800572,40.7864873,-73.9721756
40.785932704000004,-73.9725800572,40.7858043,-73.9726737
40.786084329999994,-73.972469479,40.7864873,-73.9721756
40.786084329999994,-73.972469479,40.7858043,-73.9726737
40.7864528,-73.9720934,40.7864873,-73.9721756
40.7864528,-73.9720934,40.7742266,-73.9811168
40.7864873,-73.9721756,40.7858043,-73.9726737
40.7864873,-73.9721756,40.7871586,-73.971686
40.7864873,-73.9721756,40.785305,-73.9693529
40.7866825312,-73.9720332208,40.7864873,-73.9721756
40.7866825312,-73.9720332208,40.7868216,-73.9719318
40.7851655,-73.9731396,40.7846108,-73.9698592
40.7851655,-73.9731396,40.7827173,-73.9712566
40.7845351,-73.9735994,40.7846108,-73.9698592
40.7845351,-73.9735994,40.7851655,-73.9731396
40.7845351,-73.9735994,40.7827173,-73.9712566
40.7845351,-73.9735994,40.783896,-73.9740655
40.7845066,-73.9735142,40.7845351,-73.9735994
40.7845066,-73.9735142,40.7742266,-73.9811168
40.7827173,-73.9712566,40.7820374,-73.9717336
40.7827173,-73.9712566,40.7846108,-73.9698592
40.783896,-73.9740655,40.7858192,-73.9786487
40.783896,-73.9740655,40.7827173,-73.9712566
40.7826312,-73.9749879,40.7819175,-73.9754019
40.783267,-73.9746891,40.7819523,-73.975483
40.7832429,-73.9745419,40.783896,-73.9740655
40.7832429,-73.9745419,40.7826312,-73.9749879
40.7832429,-73.9745419,40.7844628,-73.9773621
40.7832429,-73.9745419,40.7820374,-73.9717336
40.7829879,-73.9739815,40.7820374,-73.9717336
40.7829879,-73.9739815,40.7832429,-73.9745419
40.7822414,-73.9761686,40.7831525,-73.9783287
40.7819523,-73.975483,40.7831525,-73.9783287
40.7819523,-73.975483,40.7812676,-73.9759823
40.7819523,-73.975483,40.7826312,-73.9749879
40.7820442338,-73.97570102079999,40.7819523,-73.975483
40.7820442338,-73.97570102079999,40.7822414,-73.9761686
40.7819175,-73.9754019,40.7819523,-73.975483
40.7819175,-73.9754019,40.7820423,-73.9722048
40.7819175,-73.9754019,40.7832429,-73.9745419
40.7812676,-73.9759823,40.7819175,-73.9754019
40.7820423,-73.9722048,40.7819648,-73.9719454
40.7820423,-73.9722048,40.7832429,-73.9745419
40.7820423,-73.9722048,40.7832429,-73.9745419
40.7820423,-73.9722048,40.7820374,-73.9717336
40.7819648,-73.9719454,40.7820909,-73.9715077
40.7820374,-73.9717336,40.779478,-73.973571
40.782198,-73.9717736,40.7820909,-73.9715077
40.782198,-73.9717736,40.7819648,-73.9719454
40.781752,-73.9693449,40.7817478,-73.9694078
40.7817478,-73.9694078,40.7819549,-73.9694289
40.7817478,-73.9694078,40.7819549,-73.9694289
40.7819589,-73.9693678,40.781752,-73.9693449
40.7819589,-73.9693678,40.781752,-73.9693449
40.7819589,-73.9693678,40.7819549,-73.9694289
40.7835007,-73.9699001,40.780533,-73.9706127
40.7835007,-73.9699001,40.7820909,-73.9715077
40.7835007,-73.9699001,40.7835007,-73.9699001
40.7835007,-73.9699001,40.7838584,-73.9694716
40.7835007,-73.9699001,40.780533,-73.9706127
40.7835007,-73.9699001,40.7820909,-73.9715077
40.7838584,-73.9694716,40.7820909,-73.9715077
40.7838584,-73.9694716,40.780533,-73.9706127
40.7830459,-73.9675956,40.7826644,-73.9665268
40.7826644,-73.9665268,40.7826644,-73.9665268
40.7826644,-73.9665268,40.7845113,-73.967054
40.7820736,-73.962607,40.7801203,-73.9613268
40.7820736,-73.962607,40.7803777,-73.9614094
40.7828471,-73.9641951,40.7845113,-73.967054
40.7847814,-73.967219,40.785305,-73.9693529
40.7847814,-73.967219,40.7859756,-73.9688637
40.7847814,-73.967219,40.7879829,-73.9667377
40.7847814,-73.967219,40.7845113,-73.967054
40.7847814,-73.967219,40.7840968,-73.9682775
40.785305,-73.9693529,40.7859756,-73.9688637
40.785305,-73.9693529,40.7846108,-73.9698592
40.7840968,-73.9682775,40.7830459,-73.9675956
40.784141,-73.9686703,40.7846108,-73.9698592
40.784141,-73.9686703,40.7840968,-73.9682775
40.784141,-73.9686703,40.7838584,-73.9694716
40.784141,-73.9686703,40.7819549,-73.9694289
40.7846108,-73.9698592,40.7819549,-73.9694289
40.7866043,-73.9684052,40.7878728,-73.9674799
40.7866043,-73.9684052,40.7859756,-73.9688637
40.7881754298,-73.9709443388,40.7880606,-73.9710281
40.7881754298,-73.9709443388,40.7884217,-73.9707647
40.7884217,-73.9707647,40.7849758,-73.9826602
40.7884217,-73.9707647,40.7877937,-73.9712227
40.7890547,-73.9703031,40.7878728,-73.9674799
40.789297,-73.9701263,40.7902981,-73.9693961
40.789297,-73.9701263,40.7890547,-73.9703031
40.7879829,-73.9667377,40.7878728,-73.9674799
40.7879829,-73.9667377,40.7916741,-73.9647071
40.7878966,-73.9670139,40.7878728,-73.9674799
40.7878966,-73.9670139,40.7908296,-73.9637091
40.7878728,-73.9674799,40.7916741,-73.9647071
40.7888287,-73.9619738,40.7898555,-73.9595519
40.7888287,-73.9619738,40.7892824,-73.963252
40.7892824,-73.963252,40.7898555,-73.9595519
40.7892824,-73.963252,40.790646,-73.96326
40.7893758,-73.9645861,40.7916741,-73.9647071
40.7893758,-73.9645861,40.7878728,-73.9674799
40.7893758,-73.9645861,40.7879829,-73.9667377
40.7893758,-73.9645861,40.7892824,-73.963252
40.7908296,-73.9637091,40.7936822,-73.9610465
40.7908296,-73.9637091,40.7916741,-73.9647071
40.7908296,-73.9637091,40.790646,-73.96326
40.790646,-73.96326,40.7898555,-73.9595519
40.7911836,-73.9608634,40.7933134,-73.9583485
40.7911836,-73.9608634,40.7908376,-73.959659
40.7911836,-73.9608634,40.7908376,-73.959659
40.7911836,-73.9608634,40.7905097,-73.9591546
40.7911836,-73.9608634,40.7911836,-73.9608634
40.7911836,-73.9608634,40.7905097,-73.9591546
40.7917451,-73.9623684,40.7935435,-73.9609121
40.7917451,-73.9623684,40.7937419,-73.9618711
40.7917451,-73.9623684,40.7893758,-73.9645861
40.7917451,-73.9623684,40.7911836,-73.9608634
40.7917186,-73.9628103,40.7923849,-73.9641866
40.7917186,-73.9628103,40.7916741,-73.9647071
40.7921862,-73.968019,40.7915647,-73.9684724
40.7921862,-73.968019,40.7933783,-73.9708539
40.79215,-73.9679339,40.7742266,-73.9811168
40.79215,-73.9679339,40.7933783,-73.9708539
40.7920130208,-73.9681453092,40.7921862,-73.968019
40.7920130208,-73.9681453092,40.791789,-73.9683087
40.7902981,-73.9693961,40.7878728,-73.9674799
40.7902981,-73.9693961,40.7915647,-73.9684724
40.7896744,-73.969851,40.7878728,-73.9674799
40.7896744,-73.969851,40.7902981,-73.9693961
40.7896744,-73.969851,40.7928581,-73.9675289
40.7896744,-73.969851,40.7890547,-73.9703031
40.7909308,-73.9689347,40.7902981,-73.9693961
40.7909308,-73.9689347,40.7961566,-73.974839
40.7910607495,-73.9688399285,40.7915647,-73.9684724
40.7910607495,-73.9688399285,40.7909308,-73.9689347
40.7915647,-73.9684724,40.7916741,-73.9647071
40.7915647,-73.9684724,40.7933947,-73.9728492
40.791789,-73.9683087,40.7915647,-73.9684724
40.791789,-73.9683087,40.7928581,-73.9675289
40.7921252,-73.9717687,40.7940493,-73.970364
40.7921252,-73.9717687,40.7961566,-73.974839
40.7914959,-73.9722281,40.7940493,-73.970364
40.7914959,-73.9722281,40.7916741,-73.9647071
40.7908684,-73.9726862,40.7940493,-73.970364
40.7908684,-73.9726862,40.7849758,-73.9826602
40.791580334,-73.9724272636,40.7914959,-73.9722281
40.791580334,-73.9724272636,40.7920664,-73.9735738
40.79157577000001,-73.972416498,40.7914959,-73.9722281
40.79157577000001,-73.972416498,40.7920664,-73.9735738
40.791563219,-73.97238689259999,40.7914959,-73.9722281
40.791563219,-73.97238689259999,40.7920664,-73.9735738
40.7920664,-73.9735738,40.7939303,-73.9721555
40.7920664,-73.9735738,40.7916741,-73.9647071
40.7921407,-73.9737576,40.7916741,-73.9647071
40.7921407,-73.9737576,40.7787921,-73.9820581
40.7908742,-73.9746797,40.7787921,-73.9820581
40.7908742,-73.9746797,40.7902424,-73.9731431
40.7909624789,-73.9746148287,40.7908742,-73.9746797
40.7909624789,-73.9746148287,40.7915093,-73.974213
40.791357104,-73.9740961392,40.790806,-73.9744963
40.791357104,-73.9740961392,40.791438,-73.9740374
40.7915093,-73.974213,40.7849758,-73.9826602
40.7915093,-73.974213,40.7787921,-73.9820581
40.791438,-73.9740374,40.7939303,-73.9721555
40.791438,-73.9740374,40.7849758,-73.9826602
40.790184,-73.974956,40.7939303,-73.9721555
40.790184,-73.974956,40.7849758,-73.9826602
40.790387666,-73.9750351292,40.7902552,-73.9751319
40.790387666,-73.9750351292,40.7908742,-73.9746797
40.79041614,-73.97501432799999,40.7908742,-73.9746797
40.79041614,-73.97501432799999,40.7902552,-73.9751319
40.790427824000005,-73.9747757976,40.790184,-73.974956
40.790427824000005,-73.9747757976,40.790806,-73.9744963
40.790806,-73.9744963,40.7902424,-73.9731431
40.790806,-73.9744963,40.7939303,-73.9721555
40.7902552,-73.9751319,40.7849758,-73.9826602
40.7902552,-73.9751319,40.7787921,-73.9820581
40.7895455,-73.97542,40.7939303,-73.9721555
40.7895455,-73.97542,40.7877937,-73.9712227
40.79011951150001,-73.975002864,40.7895455,-73.97542
40.79011951150001,-73.975002864,40.790184,-73.974956
40.7896131,-73.9736025,40.7849758,-73.9826602
40.7896131,-73.9736025,40.7940493,-73.970364
40.7900454291,-73.97328689220001,40.7902424,-73.9731431
40.7900454291,-73.97328689220001,40.7896131,-73.9736025
40.78988432829999,-73.97340449859999,40.7896131,-73.9736025
40.78988432829999,-73.97340449859999,40.7902424,-73.9731431
40.7902424,-73.9731431,40.7890547,-73.9703031
40.7902424,-73.9731431,40.7883489,-73.9745254
40.790770744,-73.9727574764,40.7902424,-73.9731431
40.790770744,-73.9727574764,40.7908684,-73.9726862
40.7880606,-73.9710281,40.7877937,-73.9712227
40.7880606,-73.9710281,40.7890547,-73.9703031
40.7877937,-73.9712227,40.7871586,-73.971686
40.7877937,-73.9712227,40.7866043,-73.9684052
40.7877937,-73.9712227,40.7890547,-73.9703031
40.7871233,-73.9716019,40.7859756,-73.9688637
40.7871233,-73.9716019,40.7871586,-73.971686
40.7871233,-73.9716019,40.7859756,-73.9688637
40.7871233,-73.9716019,40.7871586,-73.971686
40.7868216,-73.9719318,40.7877937,-73.9712227
40.7868216,-73.9719318,40.7864873,-73.9721756
40.788078529900005,-73.97472275429999,40.7876846,-73.9750103
40.788078529900005,-73.97472275429999,40.7883489,-73.9745254
40.7876846,-73.9750103,40.7882867,-73.9764349
40.7876846,-73.9750103,40.7940493,-73.970364
40.7867509688,-73.9756918504,40.7863627,-73.9759753
40.7867509688,-73.9756918504,40.7870013,-73.9755091
40.7870013,-73.9755091,40.7940493,-73.970364
40.7870013,-73.9755091,40.7849758,-73.9826602
40.7878026116,-73.9752895216,40.7882867,-73.9764349
40.7878026116,-73.9752895216,40.7876846,-73.9750103
40.7882867,-73.9764349,40.7864873,-73.9721756
40.7882867,-73.9764349,40.7883609,-73.9766072
40.7882288984,-73.9762981384,40.7882867,-73.9764349
40.7882288984,-73.9762981384,40.7876846,-73.9750103
40.7883489,-73.9745254,40.7871586,-73.971686
40.7883489,-73.9745254,40.7871586,-73.971686
40.7881449599,-73.9746742643,40.7876846,-73.9750103
40.7881449599,-73.9746742643,40.7883489,-73.9745254
40.7881502743,-73.9746703851,40.7883489,-73.9745254
40.7881502743,-73.9746703851,40.7876846,-73.9750103
40.7887713884,-73.9742169742,40.7889871,-73.9740595
40.7887713884,-73.9742169742,40.7883489,-73.9745254
40.7889871,-73.9740595,40.7877937,-73.9712227
40.7889871,-73.9740595,40.7940493,-73.970364
40.78922185,-73.973888125,40.7889871,-73.9740595
40.78922185,-73.973888125,40.7896131,-73.9736025
40.789476631999996,-73.97370212599999,40.7896131,-73.9736025
40.789476631999996,-73.97370212599999,40.7889871,-73.9740595
40.788995,-73.9760614,40.7883609,-73.9766072
40.7889211,-73.9758906,40.7883489,-73.9745254
40.7889211,-73.9758906,40.788995,-73.9760614
40.7889211,-73.9758906,40.7883489,-73.9745254
40.7889211,-73.9758906,40.788995,-73.9760614
40.7889211,-73.9758906,40.7882867,-73.9764349
40.7888872,-73.9778627,40.7906174,-73.9798733
40.7888872,-73.9778627,40.785659,-73.9802226
40.7888872,-73.9778627,40.7883609,-73.9766072
40.7883609,-73.9766072,40.7858192,-73.9786487
40.7876214,-73.9770038,40.7882867,-73.9764349
40.7876214,-73.9770038,40.7849758,-73.9826602
40.78693332,-73.97781164080001,40.7870877,-73.9776927
40.78693332,-73.97781164080001,40.7864652,-73.9781723
40.7870136,-73.9775173,40.7851655,-73.9731396
40.7870136,-73.9775173,40.7882867,-73.9764349
40.7870877,-73.9776927,40.7787921,-73.9820581
40.7870877,-73.9776927,40.7851655,-73.9731396
40.786863600000004,-73.977865356,40.7864652,-73.9781723
40.786863600000004,-73.977865356,40.7870877,-73.9776927
40.7906174,-73.9798733,40.7895628,-73.9773744
40.7906174,-73.9798733,40.7895628,-73.9773744
40.7895628,-73.9773744,40.788995,-73.9760614
40.7895628,-73.9773744,40.788995,-73.9760614
40.7895628,-73.9773744,40.7888872,-73.9778627
40.7927886,-73.9770328,40.7961566,-73.974839
40.7927886,-73.9770328,40.7955204,-73.9759847
40.7927886,-73.9770328,40.7906174,-73.9798733
40.7927886,-73.9770328,40.7955204,-73.9759847
40.7929714,-73.9789436,40.7906174,-73.9798733
40.7929714,-73.9789436,40.7900051,-73.9811485
40.7962434,-73.9746813,40.797888,-73.973462
40.7962434,-73.9746813,40.7966016,-73.9742831
40.7962434,-73.9746813,40.7966016,-73.9742831
40.7961566,-73.974839,40.7962434,-73.9746813
40.7961566,-73.974839,40.7955204,-73.9759847
40.7961566,-73.974839,40.7962434,-73.9746813
40.7961379,-73.9753112,40.7952534,-73.9732066
40.7971967,-73.9756445,40.7961379,-73.9753112
40.7966016,-73.9742831,40.7961379,-73.9753112
40.7966016,-73.9742831,40.7952534,-73.9732066
40.7966016,-73.9742831,40.7961379,-73.9753112
40.7966016,-73.9742831,40.7952534,-73.9732066
40.7966016,-73.9742831,40.7959319,-73.9727152
40.7966016,-73.9742831,40.7982594,-73.9744895
40.7959319,-73.9727152,40.7952534,-73.9732066
40.7959319,-73.9727152,40.7953622,-73.9714107
40.7952534,-73.9732066,40.7945858,-73.9737244
40.7952534,-73.9732066,40.7947101,-73.9719192
40.7953622,-73.9714107,40.7947101,-73.9719192
40.795291,-73.9712265,40.7953622,-73.9714107
40.7951146,-73.9716038,40.8022513,-73.9679079
40.7951146,-73.9716038,40.7947101,-73.9719192
40.795078195,-73.97163218600001,40.7951146,-73.9716038
40.795078195,-73.97163218600001,40.7947101,-73.9719192
40.7950655,-73.9713775,40.7946106,-73.971682
40.7950655,-73.9713775,40.795291,-73.9712265
40.794903046499996,-73.9717687542,40.7947101,-73.9719192
40.794903046499996,-73.9717687542,40.7951146,-73.9716038
40.7947101,-73.9719192,40.794038,-73.9724164
40.7946106,-73.971682,40.7940493,-73.970364
40.7946106,-73.971682,40.795291,-73.9712265
40.7946106,-73.971682,40.7939303,-73.9721555
40.7946106,-73.971682,40.7947101,-73.9719192
40.7943422,-73.9721914,40.7947101,-73.9719192
40.7943422,-73.9721914,40.794038,-73.9724164
40.794419,-73.971232,40.7916741,-73.9647071
40.794419,-73.971232,40.7946106,-73.971682
40.7939303,-73.9721555,40.794038,-73.9724164
40.7939303,-73.9721555,40.7933783,-73.9708539
40.794038,-73.9724164,40.7933947,-73.9728492
40.793812649,-73.972563127,40.794038,-73.9724164
40.793812649,-73.972563127,40.7936803,-73.9726493
40.7936803,-73.9726493,40.7933947,-73.9728492
40.7936803,-73.9726493,40.794038,-73.9724164
40.7937382474,-73.9726115702,40.794038,-73.9724164
40.7937382474,-73.9726115702,40.7936803,-73.9726493
40.7941571,-73.9730627,40.7916741,-73.9647071
40.7941571,-73.9730627,40.794038,-73.9724164
40.7945858,-73.9737244,40.7955204,-73.9759847
40.7945858,-73.9737244,40.794038,-73.9724164
40.792834,-73.9723434,40.7940493,-73.970364
40.792771,-73.9732956,40.788995,-73.9760614
40.792771,-73.9732956,40.7927886,-73.9770328
40.792701,-73.9731263,40.7961566,-73.974839
40.792701,-73.9731263,40.7939303,-73.9721555
40.7926229442,-73.9731813425,40.7920664,-73.9735738
40.7926229442,-73.9731813425,40.792701,-73.9731263
40.7933947,-73.9728492,40.792771,-73.9732956
40.7933183,-73.9726638,40.7939303,-73.9721555
40.7933183,-73.9726638,40.7916741,-73.9647071
40.7932485451,-73.9727160625,40.792701,-73.9731263
40.7932485451,-73.9727160625,40.7933183,-73.9726638
40.79346386,-73.97105564799999,40.7939303,-73.9721555
40.79346386,-73.97105564799999,40.7933783,-73.9708539
40.793447852,-73.97101790159999,40.7939303,-73.9721555
40.793447852,-73.97101790159999,40.7933783,-73.9708539
40.7927512,-73.9713117,40.7940493,-73.970364
40.7927512,-73.9713117,40.7916741,-73.9647071
40.7928237888,-73.9714847688,40.7927512,-73.9713117
40.7928237888,-73.9714847688,40.7933183,-73.9726638
40.7928107455,-73.9714536705,40.7927512,-73.9713117
40.7928107455,-73.9714536705,40.7933183,-73.9726638
40.7928141481,-73.97146178310001,40.7933183,-73.9726638
40.7928141481,-73.97146178310001,40.7927512,-73.9713117
40.79279701,-73.9722489522,40.792834,-73.9723434
40.79279701,-73.9722489522,40.792699,-73.9719987
40.7925336,-73.9714706,40.7940493,-73.970364
40.7933783,-73.9708539,40.7902424,-73.9731431
40.7940493,-73.970364,40.7933783,-73.9708539
40.79415281599999,-73.97060704,40.7940493,-73.970364
40.79415281599999,-73.97060704,40.794419,-73.971232
40.7949045434,-73.9697435702,40.7947337,-73.9698644
40.7949045434,-73.9697435702,40.7953595,-73.9694218
40.794791273600005,-73.9698236808,40.7953595,-73.9694218
40.794791273600005,-73.9698236808,40.7947337,-73.9698644
40.7947337,-73.9698644,40.8004313,-73.9657046
40.7947337,-73.9698644,40.795291,-73.9712265
40.7946547,-73.967535,40.7954714,-73.9656182
40.7946547,-73.967535,40.7954714,-73.9656182
40.7946547,-73.967535,40.795291,-73.9712265
40.7946547,-73.967535,40.7946547,-73.967535
40.7946547,-73.967535,40.7923849,-73.9641866
40.7948159,-73.966099,40.7941936,-73.9628635
40.7948159,-73.966099,40.7928581,-73.9675289
40.7931587,-73.9673083,40.7954714,-73.9656182
40.7931587,-73.9673083,40.7928581,-73.9675289
40.7928581,-73.9675289,40.7916741,-73.9647071
40.7928581,-73.9675289,40.7940493,-73.970364
40.7928581,-73.9675289,40.7915647,-73.9684724
40.7925819491,-73.9677303311,40.7921862,-73.968019
40.7925819491,-73.9677303311,40.7928581,-73.9675289
40.7922863131,-73.9679459751,40.7921862,-73.968019
40.7922863131,-73.9679459751,40.7928581,-73.9675289
40.7923849,-73.9641866,40.7916741,-73.9647071
40.7931343,-73.963931,40.7923849,-73.9641866
40.7931343,-73.963931,40.7941936,-73.9628635
40.7928982,-73.9614125,40.7911836,-73.9608634
40.7928982,-73.9614125,40.7933134,-73.9583485
40.7928982,-73.9614125,40.7911836,-73.9608634
40.7928982,-73.9614125,40.7928982,-73.9614125
40.7928982,-73.9614125,40.7917451,-73.9623684
40.7928982,-73.9614125,40.7930795,-73.9616612
40.7935435,-73.9609121,40.7936822,-73.9610465
40.7935435,-73.9609121,40.7933134,-73.9583485
40.7935435,-73.9609121,40.7936546,-73.9583228
40.7935435,-73.9609121,40.7928982,-73.9614125
40.7930795,-73.9616612,40.7923849,-73.9641866
40.7930795,-73.9616612,40.7941936,-73.9628635
40.7937419,-73.9618711,40.7945378,-73.95976
40.7937419,-73.9618711,40.7941936,-73.9628635
40.7936346,-73.9615449,40.7908296,-73.9637091
40.7936346,-73.9615449,40.7937419,-73.9618711
40.7936822,-73.9610465,40.7941936,-73.9628635
40.7936822,-73.9610465,40.7936346,-73.9615449
40.7941936,-73.9628635,40.7980486,-73.9600434
40.7941936,-73.9628635,40.7923849,-73.9641866
40.794787,-73.964303,40.7954714,-73.9656182
40.794787,-73.964303,40.7941936,-73.9628635
